date,z_sf_L1,z_sf_L2,z_sf_L3,z_fs_L1,z_fs_L2,z_fs_L3,z_sf,z_fs,p_high_fs,p_high_sf
2022-12-23,26.32771654399963,16.48849919237042,12.993915422677102,25.82210914006093,16.336879284574746,12.927628153417496,18.60337705301572,18.362205526017725,1.0926087916245795e-05,1.484972646590954e-05
2023-01-03,29.033859355495625,17.381143202151037,13.48485285506425,28.527944894669663,17.22953964567154,13.427657554355205,19.966618470903637,19.728380698232137,5.907153234287935e-05,8.220062083292648e-05
2023-01-10,30.556963894906033,17.500358680584643,13.33481201902426,29.985053304813583,17.35782739105408,13.282662525141891,20.46404486483831,20.208514407003182,0.00012290656253852717,0.00017875471828842032
2023-01-18,31.01086087146692,18.030596124630296,13.937292767218814,30.610109298791734,17.946664184645893,13.898357666458812,20.99291658777201,20.81837704996548,0.0002427579002728519,0.0003155871897597279
2023-01-25,29.751212649442884,17.658413589173716,12.340692593227686,29.568914200197327,17.630670753263473,12.33480140863273,19.916772943948093,19.844795454031175,7.795408165875762e-05,8.882231409542644e-05
2023-02-01,29.541252358880488,17.181309238583637,11.963415609725574,29.512450806457874,17.175542727685375,11.960423792232744,19.561992402396566,19.54947244212533,4.771155694227753e-05,4.838138670093974e-05
2023-02-08,29.860270609611135,17.585642234915667,11.795402186491648,29.83030615298167,17.580042942787156,11.794948016805,19.747105010339485,19.73509903752461,5.7748177271842154e-05,5.789201358199421e-05
2023-02-15,29.29395567133529,17.144428009820945,11.903681076382366,29.28415692214203,17.143469237788022,11.903681076382366,19.447354919179535,19.44376907877081,5.056317871257349e-05,5.018689563305431e-05
2023-02-23,31.082798609528254,18.22220735883446,12.180211193878959,31.078687727587162,18.22220735883446,12.180211193878959,20.49507238741389,20.493702093433527,0.0002966947036177849,0.00029545936376130827
2023-03-02,33.28407431325693,19.39448565860951,13.009974645603338,33.28407431325693,19.39448565860951,13.009974645603338,21.89617820582326,21.89617820582326,0.0012009954172426047,0.0012171513216681633
2023-03-09,30.412867258290575,18.77568108103831,13.093648819701516,30.412867258290575,18.77568108103831,13.093648819701516,20.760732386343467,20.760732386343467,0.00041698799070208066,0.000415493811711861
2023-03-16,28.446786274241802,18.11183449117239,13.180722232703467,28.444042725060832,18.111307100736862,13.18018798181006,19.913114332705884,19.91184593586925,9.273678176610384e-05,9.152979587211373e-05
2023-03-23,24.91607211374919,16.85609820645079,12.196576753695298,24.904314277414134,16.852945029807962,12.194998306560631,17.98958235796509,17.984085871260913,7.396456701031997e-06,7.615157882613698e-06
2023-03-30,25.703916951004278,17.121212250152684,12.105930967957807,25.69113932589186,17.117945463047057,12.104400838492314,18.310353389704925,18.30449520914374,9.802471897060774e-06,1.0006842981987964e-05
2023-04-06,25.988887726159984,17.076342264622347,12.501555894766685,25.975975502990423,17.07323901333801,12.499938679229466,18.52226196184967,18.5163843985193,1.2445630451377598e-05,1.2629247144428855e-05
2023-04-14,25.08880301016822,16.10106267918419,11.996164813320549,25.085173343805568,16.10071159331934,11.995806521459174,17.72867683422432,17.727230486194696,5.0905916425794146e-06,5.279067213082527e-06
2023-04-21,24.193946115787128,15.788560753657194,11.789135863284216,24.19095172020362,15.78823256276006,11.788794540724965,17.257214244242846,17.255992941229547,3.0183065706526693e-06,3.1966605038741852e-06
2023-04-28,24.389690349190744,16.225638999028018,12.161007586663397,24.387019583051796,16.225638999028018,12.161007586663397,17.592112311627385,17.591222056247737,4.375190538541461e-06,4.561117953973065e-06
2023-05-05,24.89098491188959,16.415843978976582,12.427565340919527,24.89098491188959,16.415843978976582,12.427565340919527,17.911464743928565,17.911464743928565,1.1474951208153206e-05,1.1773539910825541e-05
2023-05-12,27.411377750774417,16.650418510084883,11.571259952004365,27.411377750774417,16.650418510084883,11.571259952004365,18.544352070954556,18.544352070954556,0.0008201098455045901,0.0008209698423674071
2023-05-19,31.5901865289758,17.634966112489785,11.632862444541505,31.5901865289758,17.634966112489785,11.632862444541505,20.286005028669027,20.286005028669027,0.06107593101293259,0.06098965240156742
2023-05-26,34.99399283856432,19.274018408858268,12.64050959752343,34.99399283856432,19.274018408858268,12.64050959752343,22.30284028164867,22.30284028164867,0.6095645006552298,0.618105693746116
2023-06-05,38.110365395278315,19.69471724269153,12.56421215338448,38.110365395278315,19.69471724269153,12.56421215338448,23.456431597118108,23.456431597118108,0.9558078198663782,0.9601332568670455
2023-06-12,40.37185296524298,19.78747619961572,12.769889420264452,40.37185296524298,19.78747619961572,12.769889420264452,24.309739528374383,24.309739528374383,0.9984331542127662,0.9987728896360718
2023-06-20,40.11464403417648,19.799595116869487,13.184397498421088,40.11464403417648,19.799595116869487,13.184397498421088,24.366212216489018,24.366212216489018,0.9999201852077052,0.9999402235135986
2023-06-27,42.55297730407187,19.975780358296195,12.611613026626042,42.55297730407187,19.975780358296195,12.611613026626042,25.046790229664705,25.046790229664705,0.9999883547779098,0.9999906520327746
