date,z_sf_L1,z_sf_L2,z_sf_L3,z_fs_L1,z_fs_L2,z_fs_L3,z_sf,z_fs,p_high_fs,p_high_sf
2023-07-05,50.76140689973259,22.734633561616775,13.409070856366899,50.76140689973259,22.734633561616775,13.409070856366899,28.968370439238754,28.968370439238754,0.9999999840978104,0.999999992002761
2023-07-12,48.15143506312001,22.07401684070204,13.24044210105135,48.15143506312001,22.07401684070204,13.24044210105135,27.821964668291134,27.821964668291134,0.9999998835033148,0.9999999303917145
2023-07-19,48.4951918226519,23.52164422982974,14.272466781227088,48.4951918226519,23.52164422982974,14.272466781227088,28.763100944569572,28.763100944569572,0.9999999773783809,0.9999999882237106
2023-07-26,45.790466501989194,23.804088379381398,14.83292347356613,45.790466501989194,23.804088379381398,14.83292347356613,28.142492784978902,28.142492784978902,0.9999999329398138,0.9999999617004266
2023-08-02,46.00798877318626,23.761058078890716,15.398822844819316,46.00798877318626,23.761058078890716,15.398822844819316,28.389289898965433,28.389289898965433,0.9999999563522342,0.9999999759535425
2023-08-09,50.14522194950724,25.319172164794505,16.045354281469123,50.14522194950724,25.319172164794505,16.045354281469123,30.503249465256953,30.503249465256953,0.9999999990501076,0.9999999996322317
2023-08-16,48.3812217553784,25.683216407997126,15.613414853120224,48.3812217553784,25.683216407997126,15.613414853120224,29.892617672165247,29.892617672165247,0.9999999970505603,0.9999999987252283
2023-08-23,47.05158255841065,24.75196319078069,15.12468773256814,47.05158255841065,24.75196319078069,15.12468773256814,28.97607782725316,28.97607782725316,0.9999999845042953,0.999999992197793
2023-08-30,44.556874519095565,23.64220654933111,15.039348243491862,44.556874519095565,23.64220654933111,15.039348243491862,27.746143103972845,27.746143103972845,0.9999998666743344,0.9999999195945151
2023-09-07,38.2624044970887,23.2463562339499,15.12520618044528,38.2624044970887,23.2463562339499,15.12520618044528,25.544655637161295,25.544655637161295,0.999995030169102,0.9999961214838078
2023-09-14,35.84030860507282,23.717880585418488,16.831584934814977,35.84030860507282,23.717880585418488,16.831584934814977,25.463258041768757,25.463258041768757,0.999994257062547,0.9999954945837894
2023-09-21,33.62740987173674,23.565270286688865,17.105141660584543,33.62740987173674,23.565270286688865,17.105141660584543,24.765940606336716,24.765940606336716,0.9999832681849189,0.9999859992258286
2023-09-28,34.1663129520782,24.89002685163289,18.151053901211633,34.136087568565294,24.87371504667582,18.14500442097034,25.735797901640908,25.718269012070483,0.9999961814397552,0.9999971606118834
2023-10-05,38.114104392132695,27.323322881392485,21.006641376144476,38.06903818390174,27.303323611782574,20.999019647062152,28.81468954988988,28.79046048091549,0.9999999783657614,0.9999999893073951
2023-10-13,39.91891561173042,27.949070662152927,20.83492113000013,39.87126259188059,27.92811673920181,20.827952325480087,29.56763580129449,29.542443885520825,0.999999994408121,0.9999999975586498
2023-10-20,44.43698573129129,30.335024115080465,22.10086649395124,44.37134064626328,30.308896143905443,22.09142399185315,32.290958780107665,32.257220260673954,0.9999999999291012,0.9999999999803776
2023-10-27,44.72421559547627,30.392750125653897,21.99143997868548,44.657162877370396,30.367365880854926,21.983123751818233,32.369468566605214,32.335884170014516,0.9999999999291027,0.9999999999803779
2023-11-03,43.75444122008146,29.628008294471904,22.07593299487759,43.69169536432027,29.605649787577658,22.068423573248072,31.81946083647699,31.788589575048665,0.999999999918671,0.9999999999771323
2023-11-13,43.23698387688961,26.868392790565853,19.63898811268586,43.17917886584314,26.85295440662696,19.634875678306756,29.914788260047107,29.889002983592288,0.9999999970308968,0.9999999987808631
2023-11-20,44.449567080969565,24.70169379501232,17.609259566881,44.383668359594694,24.69076327917553,17.607581821946493,28.920173480954293,28.894004486905573,0.9999999820684206,0.9999999913050622
2023-11-28,43.483852936514765,24.69308722500663,17.326774164760675,43.423289971861855,24.682565336912628,17.325872130528598,28.501238108760692,28.477242479767693,0.9999999625545094,0.9999999805521701
2023-12-05,41.27783981722771,23.083965271132335,16.049506068803222,41.226250320371854,23.07523342354102,16.048398106155748,26.80377038572109,26.783293950022877,0.9999993307688386,0.9999995592695669
2023-12-12,40.99449928604312,23.179145813221506,16.116124968776994,40.94258095012826,23.173140550978086,16.114758021453984,26.763256689347212,26.743493174186778,0.9999992849131738,0.9999995262982617
2023-12-19,41.743825302552416,22.8406575543108,15.905738012829431,41.68989602478891,22.83186041133285,15.90295981858932,26.830073623230884,26.80823875157036,0.9999993572453423,0.999999579112472
2023-12-27,39.73112672958376,23.60312718786144,16.650642616328657,39.704146009138185,23.60059668950628,16.65000241519788,26.661632177924616,26.651581704614113,0.999999167612664,0.9999994329505223
2024-01-04,41.48912961795686,22.635932529131164,15.145780224971688,41.4783618346195,22.63508990324358,15.145226914237732,26.423614124019906,26.419559550700267,0.9999987831235878,0.9999991394613915
2024-01-11,41.973523109686646,22.45082922085118,15.1179560173935,41.962379142393836,22.45000566406956,15.117400532171441,26.514102782643775,26.509928446211614,0.99999894967866,0.9999992650897302
2024-01-19,41.72549237928043,22.15533856129291,15.781148131673945,41.71249102180934,22.15380969281824,15.780010100407742,26.55399302408243,26.54877027167844,0.9999990149439743,0.9999993149891913
2024-01-26,41.825130234371414,22.64917062487054,16.17640800590712,41.812078530644094,22.647567499050613,16.17522180493761,26.883569621716358,26.878289278210772,0.9999994279473265,0.9999996174204304
2024-02-02,47.80700535726558,26.02931057213197,18.39518594046266,47.78765700774631,26.026911141435665,18.39351454365822,30.74383395662007,30.736027564280068,0.9999999993865216,0.9999999997763337
2024-02-09,44.65951622183997,24.84324783274135,16.80939961261593,44.64371773587731,24.841180507174528,16.808076599656403,28.770721222399086,28.764324947569417,0.9999999774296505,0.9999999883960065
2024-02-16,41.863848778494145,24.601412285870058,17.177332459417727,41.850802945138874,24.599464231201882,17.17600132365884,27.88086450792731,27.8754228333332,0.9999998935380638,0.999999937522288
2024-02-26,39.01843661231254,23.40780683756237,16.567716945771455,39.00788905663842,23.406121769970802,16.56651806757891,26.331320131882123,26.326842964729376,0.9999984417028595,0.9999989143939906
2024-03-04,37.3514011376431,22.23538455683905,16.15529301968245,37.34211982811368,22.233933055388555,16.154180282224388,25.247359571388202,25.243411055242206,0.9999015861360434,0.9999274850283311
2024-03-11,33.6537538576124,21.09969007390121,15.727059476875407,33.646876593354875,21.0984486587849,15.72603402394181,23.493501136129677,23.490453092027195,0.9890635482244321,0.9899535226085291
2024-03-18,30.29949069849318,18.80666477209979,13.478913455527323,30.295143821309406,18.80618267234347,13.47852656245218,20.861689642040094,20.859951018701686,0.8973480650898752,0.8973481289443705
